"id";"name";"brand";"type";"measuringunit";"img";"wastage";"source";"cals";"proteins";"carbs";"fats";"cholosterol";"sodium";"vitaminc";"vitamina";"calcium";"zinc";"organic_cals";"organic_proteins";"organic_carbs";"organic_fats";"frozen_cals";"frozen_proteins";"frozen_carbs";"frozen_fats";"dried_cals";"dried_proteins";"dried_carbs";"dried_fats";"boiled_cals";"boiled_proteins";"boiled_carbs";"boiled_fats";"fried_cals";"fried_proteins";"fried_carbs";"fried_fats";"grilled_cals";"grilled_proteins";"grilled_carbs";"grilled_fats";"steamed_cals";"steamed_proteins";"steamed_carbs";"steamed_fats";"available_types";"price";"quantity";"box_quantity";"min_quantity";"increase";"status";"component_category_id";"component_group_id";"exclude_list_id";"allergy_list_id";"created_at";"updated_at"
"306";"Cheese Souffle";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.04";"0.09";"0.06";"0.16";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";NULL;"3";"2022-11-02 09:59:11";"2022-11-02 09:59:11"
"307";"Chicken Or Turkey Souffle";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.69";"0.12";"0.05";"0.11";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";"11";"3";"2022-11-02 09:59:11";"2022-11-02 09:59:11"
"308";"Seafood Souffle";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.51";"0.1";"0.05";"0.1";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";"5";"3";"2022-11-02 09:59:11";"2022-11-02 09:59:11"
"309";"Egg Whole Boiled Or Poached";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.42";"0.12";"0.01";"0.09";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";"4";"2";"2022-11-02 09:59:11";"2022-11-02 09:59:11"
"310";"Egg Whole Fried With Oil";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.15";"0.13";"0.01";"0.17";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";"4";"2";"2022-11-02 09:59:11";"2022-11-02 09:59:11"
"311";"Egg Whole Pickled";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.54";"0.12";"0.01";"0.11";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";"4";"2";"2022-11-02 09:59:11";"2022-11-02 09:59:11"
"312";"Duck Egg Cooked";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.09";"0.14";"0.02";"0.16";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";"4";"2";"2022-11-02 09:59:11";"2022-11-02 09:59:11"
"313";"Goose Egg Cooked";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.09";"0.16";"0.02";"0.15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";"4";"2";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"314";"Egg Creamed";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.5";"0.08";"0.06";"0.11";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";"4";"2";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"315";"Egg Benedict";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.87";"0.13";"0.08";"0.23";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";"4";"2";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"316";"Egg Deviled";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.98";"0.12";"0.01";"0.16";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";"4";"2";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"317";"Huevos Rancheros";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.18";"0.07";"0.09";"0.06";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";NULL;"3";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"318";"Shrimp-Egg Patty";"No Brand";"fresh";"gram";NULL;"0";NULL;"4.87";"0.28";"0.12";"0.36";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";"4";"2";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"319";"Egg White Omelet Scrambled Or Fried Made With Oil";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.19";"0.12";"0.01";"0.07";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";"4";"2";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"320";"Yogurt Coconut Milk";"No Brand";"fresh";"gram";NULL;"0";NULL;"0.64";"0";"0.08";"0.04";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";NULL;"3";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"321";"Squash Winter Souffle";"No Brand";"fresh";"gram";NULL;"0";NULL;"0.78";"0.03";"0.12";"0.02";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";NULL;"3";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"322";"Squash Summer Souffle";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.22";"0.04";"0.07";"0.09";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";NULL;"3";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"323";"Egg Omelette";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.54";"0.11";"0.01";"0.12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"3";"4";"2";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"324";"Fried Eggs";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.96";"0.14";"0.01";"0.15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"3";"4";"2";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"325";"Hard Boiled Eggs";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.55";"0.13";"0.01";"0.11";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"3";"4";"2";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"326";"Egg Omelet";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.54";"0.11";"0.01";"0.12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"3";"4";"2";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"327";"Scrambled Eggs";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.49";"0.1";"0.02";"0.11";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"3";"4";"2";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"328";"Eggs (Raw)";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.43";"0.13";"0.01";"0.1";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"3";"4";"2";"2022-11-02 09:59:12";"2022-11-02 09:59:12"
"329";"Poached Eggs";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.43";"0.13";"0.01";"0.09";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"3";"4";"2";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"330";"Greek Yogurt (Plain)";"No Brand";"fresh";"gram";NULL;"0";NULL;"0.97";"0.09";"0.04";"0.05";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"331";"Whole Milk";"No Brand";"fresh";"gram";NULL;"0";NULL;"0.61";"0.03";"0.05";"0.03";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"332";"Evaporated Milk";"No Brand";"fresh";"gram";NULL;"0";NULL;"0.78";"0.08";"0.11";"0";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"333";"Cheddar Cheese";"No Brand";"fresh";"gram";NULL;"0";NULL;"4.03";"0.23";"0.03";"0.33";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"334";"Swiss Cheese";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.93";"0.27";"0.01";"0.31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"335";"Cream Cheese";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.5";"0.06";"0.06";"0.34";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"336";"Feta Cheese";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.65";"0.14";"0.04";"0.21";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"337";"Ricotta Cheese";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.5";"0.08";"0.07";"0.1";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"338";"Salted Butter";"No Brand";"fresh";"gram";NULL;"0";NULL;"7.17";"0.01";"0";"0.81";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"339";"Unsalted Butter";"No Brand";"fresh";"gram";NULL;"0";NULL;"7.17";"0.01";"0";"0.81";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"340";"Shredded Parmesan";"No Brand";"fresh";"gram";NULL;"0";NULL;"4.15";"0.38";"0.03";"0.27";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"341";"American Cheese";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.3";"0.17";"0.09";"0.26";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"342";"Mozzarella";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.99";"0.22";"0.02";"0.22";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"343";"Mozzarella (Lowfat)";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.54";"0.24";"0.03";"0.16";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"344";"Romano Cheese";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.87";"0.32";"0.04";"0.27";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"345";"Sour Cream Light";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.36";"0.04";"0.07";"0.11";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"346";"Low-Fat Greek Yogurt";"No Brand";"fresh";"gram";NULL;"0";NULL;"0.73";"0.1";"0.04";"0.02";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:13";"2022-11-02 09:59:13"
"347";"Low-Fat Yogurt";"No Brand";"fresh";"gram";NULL;"0";NULL;"0.63";"0.05";"0.07";"0.02";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:14";"2022-11-02 09:59:14"
"348";"Plain Yogurt";"No Brand";"fresh";"gram";NULL;"0";NULL;"0.61";"0.03";"0.05";"0.03";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:14";"2022-11-02 09:59:14"
"349";"Heavy Whipping Cream";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.4";"0.03";"0.03";"0.36";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:14";"2022-11-02 09:59:14"
"350";"Haloumi";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.16";"0.21";"0.02";"0.24";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";NULL;"3";"2022-11-02 09:59:14";"2022-11-02 09:59:14"
"351";"Oat milk";"No Brand";"fresh";"gram";NULL;"0";NULL;"0.43";"0";"0.04";"0.02";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"4";"10";"3";"2022-11-02 09:59:14";"2022-11-02 09:59:14"
"352";"Whey protein powder";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.8";"0.86";"0.01";"0.04";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"3";"1";NULL;"3";"2022-11-02 09:59:14";"2022-11-02 09:59:14"
"353";"Cream Light";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.91";"0.03";"0.03";"0.19";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"4";"4";NULL;"3";"2022-11-02 09:59:14";"2022-11-02 09:59:14"
"354";"Cream Heavy";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.4";"0.03";"0.03";"0.36";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"4";"4";NULL;"3";"2022-11-02 09:59:14";"2022-11-02 09:59:14"
"355";"Cream Whipped";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.43";"0.03";"0.08";"0.34";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"4";"4";NULL;"3";"2022-11-02 09:59:14";"2022-11-02 09:59:14"
