"id";"name";"brand";"type";"measuringunit";"img";"wastage";"source";"cals";"proteins";"carbs";"fats";"cholosterol";"sodium";"vitaminc";"vitamina";"calcium";"zinc";"organic_cals";"organic_proteins";"organic_carbs";"organic_fats";"frozen_cals";"frozen_proteins";"frozen_carbs";"frozen_fats";"dried_cals";"dried_proteins";"dried_carbs";"dried_fats";"boiled_cals";"boiled_proteins";"boiled_carbs";"boiled_fats";"fried_cals";"fried_proteins";"fried_carbs";"fried_fats";"grilled_cals";"grilled_proteins";"grilled_carbs";"grilled_fats";"steamed_cals";"steamed_proteins";"steamed_carbs";"steamed_fats";"available_types";"price";"quantity";"box_quantity";"min_quantity";"increase";"status";"component_category_id";"component_group_id";"exclude_list_id";"allergy_list_id";"created_at";"updated_at"
"1";"Bread";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.74";"0.11";"0.48";"0.05";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:50";"2022-11-02 09:58:50"
"2";"Fried Banana";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.42";"0.05";"0.34";"0.21";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"3";"Bread Onion Toasted";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.6";"0.08";"0.49";"0.03";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"4";"Bread High Protein Toasted";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.69";"0.13";"0.48";"0.02";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"5";"Bread Protein";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.45";"0.12";"0.44";"0.02";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"6";"Bread Gluten Free Toasted";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.73";"0.05";"0.5";"0.06";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"7";"Taco Shell";"No Brand";"fresh";"gram";NULL;"0";NULL;"5.11";"0.09";"0.53";"0.29";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"8";"Taco Shells Baked";"No Brand";"fresh";"gram";NULL;"0";NULL;"4.76";"0.06";"0.63";"0.22";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"9";"Muffin Chocolate Chip";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.97";"0.06";"0.55";"0.19";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"10";"Muffin Chocolate";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.9";"0.06";"0.51";"0.18";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"11";"Muffins Blueberry";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.75";"0.04";"0.53";"0.16";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"12";"Muffin Plain";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.68";"0.06";"0.52";"0.16";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"13";"Muffin Cheese";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.6";"0.1";"0.3";"0.22";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"14";"Muffin Wheat";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.6";"0.07";"0.46";"0.17";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"15";"Muffin Carrot";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.07";"0.05";"0.44";"0.13";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"16";"Muffin Pumpkin";"No Brand";"fresh";"gram";NULL;"0";NULL;"3";"0.05";"0.43";"0.12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"17";"English Muffins";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.23";"0.09";"0.45";"0.02";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:51";"2022-11-02 09:58:51"
"18";"Bread Pita Toasted";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.02";"0.1";"0.61";"0.01";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:52";"2022-11-02 09:58:52"
"19";"Pita Bread";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.75";"0.09";"0.56";"0.01";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:52";"2022-11-02 09:58:52"
"20";"Bread French";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.19";"0.13";"0.62";"0.02";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:52";"2022-11-02 09:58:52"
"21";"Bread Onion";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.36";"0.08";"0.44";"0.03";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:52";"2022-11-02 09:58:52"
"22";"Bread Banana";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.26";"0.04";"0.55";"0.11";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:52";"2022-11-02 09:58:52"
"23";"Yeast";"No Brand";"fresh";"gram";NULL;"0";NULL;"1.05";"0.08";"0.18";"0.02";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:52";"2022-11-02 09:58:52"
"24";"Baking Powder";"No Brand";"fresh";"gram";NULL;"0";NULL;"0.51";"0";"0.24";"0";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:52";"2022-11-02 09:58:52"
"25";"Bread Crumbs";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.95";"0.13";"0.72";"0.05";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"2";NULL;NULL;"2022-11-02 09:58:52";"2022-11-02 09:58:52"
"26";"Dutch Apple Pie";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.9";"0.0217";"0.4454";"0.115";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:52";"2022-11-02 09:58:52"
"27";"Bagels Wheat";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.5";"0.102";"0.4889";"0.0153";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:52";"2022-11-02 09:58:52"
"28";"Bread Pan Dulce Sweet Yeast Bread";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.67";"0.0942";"0.5638";"0.1158";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:52";"2022-11-02 09:58:52"
"29";"Cinnamon Buns Frosted (Includes Honey Buns)";"No Brand";"fresh";"gram";NULL;"0";NULL;"4.52";"0.0445";"0.486";"0.2661";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:53";"2022-11-02 09:58:53"
"30";"Bread Potato";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.66";"0.125";"0.4707";"0.0313";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:53";"2022-11-02 09:58:53"
"31";"Bread Cheese";"No Brand";"fresh";"gram";NULL;"0";NULL;"4.08";"0.1042";"0.4483";"0.2083";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:53";"2022-11-02 09:58:53"
"32";"Focaccia Italian Flatbread Plain";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.49";"0.0877";"0.3582";"0.0789";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:53";"2022-11-02 09:58:53"
"33";"Cookies Brownies Commercially Prepared Reduced Fat With Added Fiber";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.45";"0.0277";"0.6158";"0.0968";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:53";"2022-11-02 09:58:53"
"34";"Bread Chapati Or Roti Plain Commercially Prepared";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.97";"0.1125";"0.4636";"0.0745";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:53";"2022-11-02 09:58:53"
"35";"Bread Naan Plain Commercially Prepared Refrigerated";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.91";"0.0962";"0.5043";"0.0565";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:53";"2022-11-02 09:58:53"
"36";"Cookies Coconut Macaroon";"No Brand";"fresh";"gram";NULL;"0";NULL;"4.6";"0.0302";"0.6122";"0.2255";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:53";"2022-11-02 09:58:53"
"37";"Bread Cinnamon";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.53";"0.0705";"0.4438";"0.0529";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:53";"2022-11-02 09:58:53"
"38";"Cookies Gluten-Free Lemon Wafer";"No Brand";"fresh";"gram";NULL;"0";NULL;"5.15";"0";"0.7439";"0.2418";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:53";"2022-11-02 09:58:53"
"39";"Cinnamon Raisin Bagels";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.74";"0.098";"0.552";"0.017";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:53";"2022-11-02 09:58:53"
"40";"Biscuits Mixed Grain Refrigerated Dough";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.63";"0.061";"0.474";"0.056";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:53";"2022-11-02 09:58:53"
"41";"Bread Egg";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.87";"0.095";"0.478";"0.06";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:53";"2022-11-02 09:58:53"
"42";"Bread Egg Toasted";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.15";"0.105";"0.526";"0.066";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:53";"2022-11-02 09:58:53"
"43";"French Bread";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.72";"0.1075";"0.5188";"0.0242";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:54";"2022-11-02 09:58:54"
"44";"Rye Bread";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.59";"0.085";"0.483";"0.033";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:54";"2022-11-02 09:58:54"
"45";"Wheat Bread";"No Brand";"fresh";"gram";NULL;"0";NULL;"2.74";"0.1067";"0.4754";"0.0453";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:54";"2022-11-02 09:58:54"
"46";"Chocolate Cake";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.71";"0.053";"0.534";"0.151";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;"3";"2022-11-02 09:58:54";"2022-11-02 09:58:54"
"47";"Cheesecake Commercially Prepared";"No Brand";"fresh";"gram";NULL;"0";NULL;"3.21";"0.055";"0.255";"0.225";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;"3";"2022-11-02 09:58:54";"2022-11-02 09:58:54"
"48";"Cookies Brownies Commercially Prepared";"No Brand";"fresh";"gram";NULL;"0";NULL;"4.05";"0.048";"0.639";"0.163";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;"3";"2022-11-02 09:58:54";"2022-11-02 09:58:54"
"49";"Cookies Chocolate Wafers";"No Brand";"fresh";"gram";NULL;"0";NULL;"4.33";"0.066";"0.727";"0.142";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;"3";"2022-11-02 09:58:54";"2022-11-02 09:58:54"
"50";"Cookies Chocolate Chip Commercially Prepared Regular Lower Fat";"No Brand";"fresh";"gram";NULL;"0";NULL;"4.51";"0.0597";"0.6749";"0.1791";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"fresh_";"0";"0";"0";"0";"0";"show";"1";"1";NULL;NULL;"2022-11-02 09:58:54";"2022-11-02 09:58:54"
